session_id,outcome,color
12104221,1,T
12104222,7,T
12104223,10,CT
12104224,8,CT
12104225,14,CT
12104226,5,T
12104227,7,T
12104228,9,CT
12104229,13,CT
12104230,5,T
12104231,12,CT
12104232,0,Bonus
12104233,4,T
12104234,7,T
12104235,14,CT
12104236,6,T
12104237,14,CT
12104238,8,CT
12104239,3,T
12104240,9,CT
12104241,9,CT
12104242,3,T
12104243,10,CT
12104244,2,T
12104245,11,CT
12104246,10,CT
12104247,4,T
12104248,13,CT
12104249,3,T
12104250,0,Bonus
12104251,8,CT
12104252,6,T
12104253,8,CT
12104254,10,CT
12104255,5,T
12104256,5,T
12104257,1,T
12104258,2,T
12104259,10,CT
12104260,1,T
12104261,11,CT
12104262,4,T
12104263,1,T
12104264,2,T
12104265,0,Bonus
12104266,10,CT
12104267,7,T
12104268,9,CT
12104269,0,Bonus
12104270,4,T
12104271,13,CT
12104272,10,CT
12104273,2,T
12104274,1,T
12104275,7,T
12104276,4,T
12104277,12,CT
12104278,8,CT
12104279,4,T
12104280,10,CT
12104281,0,Bonus
12104282,0,Bonus
12104283,11,CT
12104284,2,T
12104285,2,T
12104286,11,CT
12104287,8,CT
12104288,13,CT
12104289,8,CT
12104290,7,T
12104291,14,CT
12104292,6,T
12104293,6,T
12104294,10,CT
12104295,4,T
12104296,0,Bonus
12104297,13,CT
12104298,7,T
12104299,7,T
12104300,9,CT
12104301,3,T
12104302,2,T
12104303,8,CT
12104304,4,T
12104305,0,Bonus
12104306,12,CT
12104307,7,T
12104308,4,T
12104309,4,T
12104310,5,T
12104311,6,T
12104312,11,CT
12104313,14,CT
12104314,0,Bonus
12104315,3,T
12104316,1,T
12104317,10,CT
12104318,12,CT
12104319,4,T
12104320,6,T
12104321,1,T
12104322,1,T
12104323,9,CT
12104324,10,CT
12104325,6,T
12104326,12,CT
12104327,8,CT
12104328,11,CT
12104329,4,T
12104330,6,T
12104331,7,T
12104332,8,CT
12104333,8,CT
12104334,0,Bonus
12104335,6,T
12104336,3,T
12104337,11,CT
12104338,3,T
12104339,13,CT
12104340,14,CT
12104341,10,CT
12104342,2,T
12104343,11,CT
12104344,13,CT
12104345,14,CT
12104346,13,CT
12104347,7,T
12104348,7,T
12104349,10,CT
12104350,14,CT
12104351,8,CT
12104352,2,T
12104353,5,T
12104354,12,CT
12104355,9,CT
12104356,10,CT
12104357,4,T
12104358,8,CT
12104359,0,Bonus
12104360,9,CT
12104361,13,CT
12104362,5,T
12104363,7,T
12104364,4,T
12104365,2,T
12104366,6,T
12104367,7,T
12104368,8,CT
12104369,1,T
12104370,0,Bonus
12104371,9,CT
12104372,7,T
12104373,4,T
12104374,9,CT
12104375,2,T
12104376,0,Bonus
12104377,11,CT
12104378,11,CT
12104379,5,T
12104380,0,Bonus
12104381,3,T
12104382,13,CT
12104383,10,CT
12104384,14,CT
12104385,8,CT
12104386,10,CT
12104387,14,CT
12104388,13,CT
12104389,1,T
12104390,5,T
12104391,10,CT
12104392,1,T
12104393,14,CT
12104394,4,T
12104395,6,T
12104396,7,T
12104397,14,CT
12104398,3,T
12104399,14,CT
12104400,7,T
12104401,9,CT
12104402,10,CT
12104403,11,CT
12104404,9,CT
12104405,3,T
12104406,2,T
12104407,9,CT
12104408,6,T
12104409,14,CT
12104410,6,T
12104411,9,CT
12104412,12,CT
12104413,7,T
12104414,8,CT
12104415,8,CT
12104416,12,CT
12104417,3,T
12104418,2,T
12104419,9,CT
12104420,14,CT
12104421,7,T
12104422,5,T
12104423,8,CT
12104424,13,CT
12104425,8,CT
12104426,10,CT
12104427,10,CT
12104428,8,CT
12104429,5,T
12104430,13,CT
12104431,12,CT
12104432,12,CT
12104433,11,CT
12104434,12,CT
12104435,14,CT
12104436,1,T
12104437,11,CT
12104438,0,Bonus
12104439,11,CT
12104440,1,T
12104441,13,CT
12104442,6,T
12104443,3,T
12104444,13,CT
12104445,8,CT
12104446,1,T
12104447,13,CT
12104448,14,CT
12104449,11,CT
12104450,4,T
12104451,14,CT
12104452,10,CT
12104453,0,Bonus
12104454,1,T
12104455,4,T
12104456,1,T
12104457,5,T
12104458,14,CT
12104459,11,CT
12104460,3,T
12104461,13,CT
12104462,2,T
12104463,1,T
12104464,3,T
12104465,12,CT
12104466,0,Bonus
12104467,6,T
12104468,5,T
12104469,4,T
12104470,7,T
12104471,6,T
12104472,4,T
12104473,0,Bonus
12104474,1,T
12104475,2,T
12104476,4,T
12104477,7,T
12104478,5,T
12104479,7,T
12104480,4,T
12104481,1,T
12104482,1,T
12104483,13,CT
12104484,13,CT
12104485,6,T
12104486,7,T
12104487,9,CT
12104488,0,Bonus
12104489,11,CT
12104490,13,CT
12104491,11,CT
12104492,11,CT
12104493,10,CT
12104494,4,T
12104495,3,T
12104496,13,CT
12104497,8,CT
12104498,10,CT
12104499,0,Bonus
12104500,9,CT
12104501,0,Bonus
12104502,10,CT
12104503,11,CT
12104504,6,T
12104505,4,T
12104506,11,CT
12104507,9,CT
12104508,1,T
12104509,7,T
12104510,9,CT
12104511,4,T
12104512,8,CT
12104513,7,T
12104514,13,CT
12104515,11,CT
12104516,2,T
12104517,8,CT
12104518,9,CT
12104519,13,CT
12104520,8,CT
12104521,9,CT
12104522,8,CT
12104523,11,CT
12104524,0,Bonus
12104525,14,CT
12104526,9,CT
12104527,0,Bonus
12104528,14,CT
12104529,5,T
12104530,12,CT
12104531,12,CT
12104532,5,T
12104533,13,CT
12104534,7,T
12104535,14,CT
12104536,11,CT
12104537,7,T
12104538,7,T
12104539,7,T
12104540,5,T
12104541,6,T
12104542,10,CT
12104543,0,Bonus
12104544,6,T
12104545,8,CT
12104546,14,CT
12104547,1,T
12104548,10,CT
12104549,2,T
12104550,0,Bonus
12104551,0,Bonus
12104552,5,T
12104553,10,CT
12104554,3,T
12104555,10,CT
12104556,1,T
12104557,12,CT
12104558,12,CT
12104559,6,T
12104560,4,T
12104561,1,T
12104562,9,CT
12104563,2,T
12104564,5,T
12104565,4,T
12104566,4,T
12104567,3,T
12104568,13,CT
12104569,8,CT
12104570,9,CT
12104571,12,CT
12104572,7,T
12104573,12,CT
12104574,6,T
12104575,12,CT
12104576,5,T
12104577,3,T
12104578,0,Bonus
12104579,8,CT
12104580,8,CT
12104581,8,CT
12104582,2,T
