session_id,outcome,color
12102610,0,Bonus
12102611,13,CT
12102612,10,CT
12102613,12,CT
12102614,10,CT
12102615,5,T
12102616,2,T
12102617,2,T
12102618,10,CT
12102619,10,CT
12102620,13,CT
12102621,3,T
12102622,14,CT
12102623,8,CT
12102624,9,CT
12102625,9,CT
12102626,2,T
12102627,5,T
12102628,2,T
12102629,11,CT
12102630,1,T
12102631,3,T
12102632,4,T
12102633,4,T
12102634,4,T
12102635,11,CT
12102636,4,T
12102637,3,T
12102638,14,CT
12102639,14,CT
12102640,11,CT
12102641,7,T
12102642,1,T
12102643,6,T
12102644,13,CT
12102645,8,CT
12102646,12,CT
12102647,5,T
12102648,4,T
12102649,7,T
12102650,10,CT
12102651,9,CT
12102652,12,CT
12102653,2,T
12102654,14,CT
12102655,5,T
12102656,9,CT
12102657,4,T
12102658,0,Bonus
12102659,5,T
12102660,12,CT
12102661,1,T
12102662,7,T
12102663,9,CT
12102664,2,T
12102665,12,CT
12102666,2,T
12102667,12,CT
12102668,3,T
12102669,3,T
12102670,13,CT
12102671,3,T
12102672,12,CT
12102673,4,T
12102674,11,CT
12102675,6,T
12102676,3,T
12102677,13,CT
12102678,12,CT
12102679,5,T
12102680,0,Bonus
12102681,4,T
12102682,5,T
12102683,3,T
12102684,3,T
12102685,12,CT
12102686,14,CT
12102687,0,Bonus
12102688,8,CT
12102689,3,T
12102690,5,T
12102691,9,CT
12102692,6,T
12102693,13,CT
12102694,5,T
12102695,0,Bonus
12102696,9,CT
12102697,0,Bonus
12102698,2,T
12102699,11,CT
12102700,0,Bonus
12102701,10,CT
12102702,4,T
12102703,10,CT
12102704,12,CT
12102705,13,CT
12102706,10,CT
12102707,9,CT
12102708,14,CT
12102709,0,Bonus
12102710,13,CT
12102711,6,T
12102712,4,T
12102713,13,CT
12102714,2,T
12102715,4,T
12102716,10,CT
12102717,7,T
12102718,4,T
12102719,3,T
12102720,4,T
12102721,10,CT
12102722,12,CT
12102723,5,T
12102724,3,T
12102725,10,CT
12102726,4,T
12102727,8,CT
12102728,11,CT
12102729,10,CT
12102730,1,T
12102731,8,CT
12102732,0,Bonus
12102733,1,T
12102734,1,T
12102735,9,CT
12102736,6,T
12102737,6,T
12102738,12,CT
12102739,4,T
12102740,0,Bonus
12102741,14,CT
12102742,1,T
12102743,6,T
12102744,1,T
12102745,9,CT
12102746,8,CT
12102747,3,T
12102748,8,CT
12102749,7,T
12102750,4,T
12102751,10,CT
12102752,7,T
12102753,6,T
12102754,12,CT
12102755,5,T
12102756,12,CT
12102757,2,T
12102758,13,CT
12102759,5,T
12102760,10,CT
12102761,5,T
12102762,0,Bonus
12102763,0,Bonus
12102764,9,CT
12102765,4,T
12102766,1,T
12102767,3,T
12102768,3,T
12102769,4,T
12102770,12,CT
12102771,1,T
12102772,6,T
12102773,4,T
12102774,14,CT
12102775,9,CT
12102776,5,T
12102777,11,CT
12102778,5,T
12102779,2,T
12102780,4,T
12102781,8,CT
12102782,10,CT
12102783,5,T
12102784,3,T
12102785,8,CT
12102786,7,T
12102787,0,Bonus
12102788,3,T
12102789,3,T
12102790,10,CT
12102791,0,Bonus
12102792,3,T
12102793,10,CT
12102794,4,T
12102795,0,Bonus
12102796,10,CT
12102797,6,T
12102798,5,T
12102799,4,T
12102800,10,CT
12102801,4,T
12102802,13,CT
12102803,9,CT
12102804,8,CT
12102805,4,T
12102806,8,CT
12102807,13,CT
12102808,0,Bonus
12102809,11,CT
12102810,2,T
12102811,13,CT
12102812,5,T
12102813,7,T
12102814,3,T
12102815,3,T
12102816,6,T
12102817,5,T
12102818,4,T
12102819,3,T
12102820,9,CT
12102821,8,CT
12102822,13,CT
12102823,12,CT
12102824,7,T
12102825,2,T
12102826,6,T
12102827,4,T
12102828,5,T
12102829,8,CT
12102830,14,CT
12102831,11,CT
12102832,3,T
12102833,7,T
12102834,7,T
12102835,3,T
12102836,4,T
12102837,14,CT
12102838,8,CT
12102839,9,CT
12102840,13,CT
12102841,13,CT
12102842,10,CT
12102843,5,T
12102844,10,CT
12102845,8,CT
12102846,2,T
12102847,6,T
12102848,3,T
12102849,0,Bonus
12102850,4,T
12102851,11,CT
12102852,12,CT
12102853,1,T
12102854,6,T
12102855,11,CT
12102856,2,T
12102857,2,T
12102858,6,T
12102859,3,T
12102860,10,CT
12102861,4,T
12102862,9,CT
12102863,14,CT
12102864,1,T
12102865,4,T
12102866,3,T
12102867,7,T
12102868,5,T
12102869,13,CT
12102870,14,CT
12102871,3,T
12102872,10,CT
12102873,9,CT
12102874,5,T
12102875,9,CT
12102876,9,CT
12102877,3,T
12102878,3,T
12102879,14,CT
12102880,10,CT
12102881,12,CT
12102882,0,Bonus
12102883,7,T
12102884,12,CT
12102885,13,CT
12102886,2,T
12102887,4,T
12102888,4,T
12102889,1,T
12102890,3,T
12102891,13,CT
12102892,12,CT
12102893,12,CT
12102894,8,CT
12102895,11,CT
12102896,14,CT
12102897,0,Bonus
12102898,12,CT
12102899,11,CT
12102900,7,T
12102901,8,CT
12102902,10,CT
12102903,11,CT
12102904,6,T
12102905,4,T
12102906,8,CT
12102907,0,Bonus
12102908,12,CT
12102909,6,T
12102910,13,CT
12102911,8,CT
12102912,3,T
12102913,6,T
12102914,14,CT
12102915,6,T
12102916,5,T
12102917,10,CT
12102918,5,T
12102919,0,Bonus
12102920,11,CT
12102921,2,T
12102922,10,CT
12102923,3,T
12102924,3,T
12102925,4,T
12102926,8,CT
12102927,12,CT
12102928,11,CT
12102929,10,CT
12102930,0,Bonus
12102931,6,T
12102932,3,T
12102933,10,CT
12102934,6,T
12102935,2,T
12102936,5,T
12102937,4,T
12102938,3,T
12102939,3,T
12102940,13,CT
12102941,10,CT
12102942,8,CT
12102943,9,CT
12102944,13,CT
12102945,0,Bonus
12102946,1,T
12102947,14,CT
12102948,0,Bonus
12102949,14,CT
12102950,9,CT
12102951,3,T
12102952,14,CT
12102953,6,T
12102954,12,CT
12102955,3,T
12102956,9,CT
12102957,0,Bonus
12102958,4,T
12102959,3,T
12102960,8,CT
12102961,2,T
12102962,9,CT
12102963,0,Bonus
12102964,4,T
12102965,6,T
12102966,2,T
12102967,5,T
12102968,1,T
12102969,6,T
12102970,0,Bonus
12102971,11,CT
12102972,12,CT
12102973,8,CT
12102974,4,T
12102975,9,CT
12102976,11,CT
12102977,1,T
12102978,7,T
12102979,12,CT
12102980,14,CT
12102981,2,T
12102982,8,CT
12102983,2,T
12102984,8,CT
12102985,4,T
12102986,5,T
12102987,9,CT
12102988,4,T
12102989,7,T
12102990,11,CT
12102991,10,CT
12102992,4,T
12102993,12,CT
12102994,1,T
12102995,7,T
12102996,5,T
12102997,10,CT
12102998,8,CT
12102999,0,Bonus
12103000,8,CT
12103001,2,T
12103002,3,T
12103003,7,T
12103004,11,CT
12103005,8,CT
12103006,6,T
12103007,8,CT
12103008,11,CT
12103009,7,T
12103010,13,CT
12103011,6,T
12103012,6,T
12103013,3,T
12103014,13,CT
12103015,6,T
12103016,0,Bonus
12103017,7,T
12103018,8,CT
12103019,6,T
12103020,14,CT
12103021,0,Bonus
12103022,8,CT
12103023,10,CT
12103024,11,CT
12103025,10,CT
12103026,6,T
12103027,6,T
12103028,11,CT
12103029,9,CT
12103030,8,CT
12103031,10,CT
12103032,14,CT
12103033,5,T
12103034,11,CT
12103035,6,T
12103036,4,T
12103037,13,CT
12103038,9,CT
12103039,11,CT
12103040,12,CT
12103041,7,T
12103042,9,CT
12103043,14,CT
12103044,7,T
12103045,3,T
12103046,10,CT
12103047,9,CT
12103048,1,T
12103049,3,T
12103050,0,Bonus
12103051,12,CT
12103052,10,CT
12103053,7,T
12103054,1,T
12103055,10,CT
12103056,11,CT
12103057,5,T
12103058,1,T
12103059,14,CT
12103060,10,CT
12103061,0,Bonus
12103062,5,T
12103063,7,T
12103064,3,T
12103065,0,Bonus
12103066,11,CT
12103067,13,CT
12103068,7,T
12103069,13,CT
12103070,9,CT
12103071,6,T
12103072,11,CT
12103073,2,T
12103074,12,CT
12103075,5,T
12103076,1,T
12103077,4,T
12103078,0,Bonus
12103079,8,CT
12103080,7,T
12103081,0,Bonus
12103082,10,CT
12103083,6,T
12103084,2,T
12103085,12,CT
12103086,0,Bonus
12103087,14,CT
12103088,12,CT
12103089,2,T
12103090,10,CT
12103091,9,CT
12103092,11,CT
12103093,11,CT
12103094,4,T
12103095,10,CT
12103096,0,Bonus
12103097,6,T
12103098,3,T
12103099,11,CT
12103100,13,CT
12103101,6,T
12103102,3,T
12103103,3,T
12103104,9,CT
12103105,12,CT
12103106,11,CT
12103107,1,T
12103108,9,CT
12103109,8,CT
12103110,2,T
12103111,3,T
12103112,10,CT
12103113,11,CT
12103114,10,CT
12103115,3,T
12103116,11,CT
12103117,6,T
12103118,7,T
12103119,4,T
12103120,6,T
12103121,4,T
12103122,11,CT
12103123,4,T
12103124,7,T
12103125,10,CT
12103126,11,CT
12103127,9,CT
12103128,3,T
12103129,12,CT
12103130,5,T
12103131,4,T
12103132,6,T
12103133,10,CT
12103134,9,CT
12103135,0,Bonus
12103136,8,CT
12103137,0,Bonus
12103138,12,CT
12103139,11,CT
12103140,13,CT
12103141,12,CT
12103142,13,CT
12103143,5,T
12103144,1,T
12103145,13,CT
12103146,3,T
12103147,12,CT
12103148,5,T
12103149,2,T
12103150,0,Bonus
12103151,12,CT
12103152,1,T
12103153,14,CT
12103154,12,CT
12103155,9,CT
12103156,8,CT
12103157,4,T
12103158,6,T
12103159,9,CT
12103160,1,T
12103161,8,CT
12103162,10,CT
12103163,0,Bonus
12103164,9,CT
12103165,10,CT
12103166,4,T
12103167,1,T
12103168,1,T
12103169,1,T
12103170,7,T
12103171,9,CT
12103172,10,CT
12103173,0,Bonus
12103174,8,CT
12103175,8,CT
12103176,6,T
12103177,13,CT
12103178,11,CT
12103179,11,CT
12103180,11,CT
12103181,6,T
12103182,13,CT
12103183,12,CT
12103184,6,T
12103185,1,T
12103186,13,CT
12103187,4,T
12103188,13,CT
12103189,5,T
12103190,14,CT
12103191,13,CT
12103192,5,T
12103193,8,CT
12103194,6,T
12103195,7,T
12103196,2,T
12103197,14,CT
12103198,10,CT
12103199,7,T
12103200,4,T
12103201,5,T
12103202,6,T
12103203,5,T
12103204,8,CT
12103205,14,CT
12103206,4,T
12103207,3,T
12103208,8,CT
12103209,12,CT
12103210,11,CT
12103211,10,CT
12103212,11,CT
12103213,7,T
12103214,5,T
12103215,6,T
12103216,11,CT
12103217,7,T
12103218,8,CT
12103219,8,CT
12103220,6,T
12103221,12,CT
12103222,6,T
12103223,4,T
12103224,7,T
12103225,11,CT
12103226,3,T
12103227,0,Bonus
12103228,4,T
12103229,11,CT
12103230,1,T
12103231,13,CT
12103232,4,T
12103233,6,T
12103234,12,CT
12103235,9,CT
12103236,8,CT
12103237,13,CT
12103238,11,CT
12103239,13,CT
12103240,7,T
12103241,13,CT
12103242,6,T
12103243,0,Bonus
12103244,1,T
12103245,0,Bonus
12103246,14,CT
12103247,13,CT
12103248,12,CT
12103249,14,CT
12103250,14,CT
12103251,0,Bonus
12103252,8,CT
12103253,1,T
12103254,3,T
12103255,10,CT
12103256,6,T
12103257,1,T
12103258,0,Bonus
12103259,5,T
12103260,2,T
12103261,1,T
12103262,14,CT
12103263,12,CT
12103264,2,T
12103265,2,T
12103266,3,T
12103267,8,CT
12103268,10,CT
12103269,13,CT
12103270,6,T
12103271,11,CT
12103272,0,Bonus
12103273,2,T
12103274,6,T
12103275,4,T
12103276,2,T
12103277,12,CT
12103278,5,T
12103279,11,CT
12103280,3,T
12103281,11,CT
12103282,3,T
12103283,11,CT
12103284,9,CT
12103285,8,CT
12103286,12,CT
12103287,14,CT
12103288,5,T
12103289,9,CT
12103290,10,CT
12103291,13,CT
12103292,4,T
12103293,1,T
12103294,3,T
12103295,1,T
12103296,14,CT
12103297,7,T
12103298,9,CT
12103299,11,CT
12103300,11,CT
12103301,2,T
12103302,8,CT
12103303,7,T
12103304,5,T
12103305,5,T
12103306,12,CT
12103307,3,T
12103308,13,CT
12103309,12,CT
12103310,2,T
12103311,1,T
12103312,1,T
12103313,0,Bonus
12103314,3,T
12103315,0,Bonus
12103316,9,CT
12103317,7,T
12103318,5,T
12103319,7,T
12103320,5,T
12103321,13,CT
12103322,6,T
12103323,13,CT
12103324,11,CT
12103325,2,T
12103326,1,T
12103327,3,T
12103328,13,CT
12103329,10,CT
12103330,12,CT
12103331,11,CT
12103332,1,T
12103333,9,CT
12103334,12,CT
12103335,2,T
12103336,14,CT
12103337,2,T
12103338,11,CT
12103339,7,T
12103340,6,T
12103341,11,CT
12103342,8,CT
12103343,2,T
12103344,11,CT
12103345,7,T
12103346,6,T
12103347,14,CT
12103348,1,T
12103349,1,T
12103350,5,T
12103351,4,T
12103352,14,CT
12103353,13,CT
12103354,6,T
12103355,14,CT
12103356,3,T
12103357,1,T
12103358,0,Bonus
12103359,5,T
12103360,4,T
12103361,10,CT
12103362,0,Bonus
12103363,12,CT
12103364,11,CT
12103365,8,CT
12103366,11,CT
12103367,12,CT
12103368,0,Bonus
12103369,0,Bonus
12103370,12,CT
12103371,2,T
12103372,3,T
12103373,14,CT
12103374,7,T
12103375,1,T
12103376,6,T
12103377,13,CT
12103378,11,CT
12103379,5,T
12103380,1,T
12103381,7,T
12103382,9,CT
12103383,10,CT
12103384,5,T
12103385,3,T
12103386,1,T
12103387,3,T
12103388,9,CT
12103389,1,T
12103390,6,T
12103391,9,CT
12103392,6,T
12103393,7,T
12103394,2,T
12103395,12,CT
12103396,10,CT
12103397,13,CT
12103398,4,T
12103399,7,T
12103400,14,CT
12103401,12,CT
12103402,1,T
12103403,2,T
12103404,11,CT
12103405,12,CT
12103406,8,CT
12103407,4,T
12103408,0,Bonus
12103409,3,T
12103410,10,CT
12103411,3,T
12103412,8,CT
12103413,13,CT
12103414,6,T
12103415,1,T
12103416,5,T
12103417,7,T
12103418,9,CT
12103419,9,CT
12103420,5,T
12103421,14,CT
12103422,0,Bonus
12103423,10,CT
12103424,4,T
12103425,5,T
12103426,13,CT
12103427,11,CT
12103428,0,Bonus
12103429,1,T
12103430,11,CT
12103431,4,T
12103432,12,CT
12103433,6,T
12103434,6,T
12103435,4,T
12103436,14,CT
12103437,2,T
12103438,10,CT
12103439,5,T
12103440,8,CT
12103441,3,T
12103442,5,T
12103443,12,CT
12103444,6,T
12103445,4,T
12103446,14,CT
12103447,12,CT
12103448,5,T
12103449,6,T
12103450,13,CT
12103451,6,T
12103452,8,CT
12103453,1,T
12103454,7,T
12103455,2,T
12103456,12,CT
12103457,10,CT
12103458,7,T
12103459,11,CT
12103460,8,CT
12103461,3,T
12103462,14,CT
12103463,13,CT
12103464,10,CT
12103465,10,CT
12103466,12,CT
12103467,0,Bonus
12103468,0,Bonus
12103469,13,CT
12103470,0,Bonus
12103471,8,CT
12103472,14,CT
12103473,1,T
12103474,11,CT
12103475,2,T
12103476,11,CT
12103477,11,CT
12103478,3,T
12103479,4,T
12103480,0,Bonus
12103481,11,CT
12103482,9,CT
12103483,1,T
12103484,4,T
12103485,11,CT
12103486,8,CT
12103487,8,CT
12103488,8,CT
12103489,7,T
12103490,11,CT
12103491,6,T
12103492,6,T
12103493,1,T
12103494,7,T
12103495,0,Bonus
12103496,10,CT
12103497,1,T
12103498,9,CT
12103499,5,T
12103500,12,CT
12103501,11,CT
12103502,0,Bonus
12103503,13,CT
12103504,2,T
12103505,9,CT
12103506,5,T
12103507,3,T
12103508,0,Bonus
12103509,13,CT
12103510,5,T
12103511,5,T
12103512,5,T
12103513,14,CT
12103514,2,T
12103515,14,CT
12103516,10,CT
12103517,7,T
12103518,9,CT
12103519,1,T
12103520,5,T
12103521,12,CT
12103522,0,Bonus
12103523,12,CT
12103524,1,T
12103525,9,CT
12103526,7,T
12103527,3,T
12103528,9,CT
12103529,14,CT
12103530,14,CT
12103531,10,CT
12103532,11,CT
12103533,2,T
12103534,13,CT
12103535,2,T
12103536,0,Bonus
12103537,0,Bonus
12103538,11,CT
12103539,2,T
12103540,5,T
12103541,1,T
12103542,3,T
12103543,9,CT
12103544,4,T
12103545,3,T
12103546,4,T
12103547,1,T
12103548,5,T
12103549,9,CT
12103550,5,T
12103551,5,T
12103552,2,T
12103553,8,CT
12103554,12,CT
12103555,8,CT
12103556,7,T
12103557,12,CT
12103558,12,CT
12103559,6,T
12103560,4,T
12103561,12,CT
12103562,12,CT
12103563,4,T
12103564,9,CT
12103565,8,CT
12103566,8,CT
12103567,9,CT
12103568,12,CT
12103569,5,T
12103570,12,CT
12103571,2,T
12103572,14,CT
12103573,2,T
12103574,2,T
12103575,13,CT
12103576,4,T
12103577,11,CT
12103578,7,T
12103579,13,CT
12103580,6,T
12103581,6,T
12103582,1,T
12103583,13,CT
12103584,14,CT
12103585,3,T
12103586,2,T
12103587,6,T
12103588,12,CT
12103589,12,CT
12103590,11,CT
12103591,7,T
12103592,1,T
12103593,6,T
12103594,10,CT
12103595,12,CT
12103596,7,T
12103597,5,T
12103598,4,T
12103599,8,CT
12103600,7,T
12103601,13,CT
12103602,13,CT
12103603,7,T
12103604,0,Bonus
12103605,10,CT
12103606,12,CT
12103607,13,CT
12103608,6,T
12103609,13,CT
12103610,10,CT
12103611,2,T
12103612,10,CT
12103613,6,T
12103614,4,T
12103615,4,T
12103616,7,T
12103617,14,CT
12103618,8,CT
12103619,14,CT
12103620,3,T
12103621,0,Bonus
12103622,14,CT
12103623,0,Bonus
12103624,3,T
12103625,5,T
12103626,4,T
12103627,3,T
12103628,14,CT
12103629,6,T
12103630,3,T
12103631,9,CT
12103632,8,CT
12103633,12,CT
12103634,13,CT
12103635,0,Bonus
12103636,7,T
12103637,7,T
12103638,2,T
12103639,3,T
12103640,11,CT
12103641,14,CT
12103642,6,T
12103643,13,CT
12103644,6,T
12103645,9,CT
12103646,6,T
12103647,2,T
12103648,10,CT
12103649,8,CT
12103650,14,CT
12103651,4,T
12103652,9,CT
12103653,9,CT
12103654,4,T
12103655,2,T
12103656,10,CT
12103657,9,CT
12103658,10,CT
12103659,7,T
12103660,7,T
12103661,1,T
12103662,10,CT
12103663,0,Bonus
12103664,7,T
12103665,9,CT
12103666,0,Bonus
12103667,8,CT
12103668,7,T
12103669,5,T
12103670,11,CT
12103671,5,T
12103672,10,CT
12103673,1,T
12103674,13,CT
12103675,11,CT
12103676,8,CT
12103677,2,T
12103678,2,T
12103679,12,CT
12103680,5,T
12103681,13,CT
12103682,10,CT
12103683,4,T
12103684,9,CT
12103685,9,CT
12103686,5,T
12103687,9,CT
12103688,2,T
12103689,2,T
12103690,10,CT
12103691,9,CT
12103692,5,T
12103693,0,Bonus
12103694,1,T
12103695,13,CT
12103696,2,T
12103697,13,CT
12103698,3,T
12103699,7,T
12103700,11,CT
12103701,6,T
12103702,5,T
12103703,13,CT
12103704,9,CT
12103705,7,T
12103706,14,CT
12103707,11,CT
12103708,6,T
12103709,8,CT
12103710,4,T
12103711,2,T
12103712,7,T
12103713,11,CT
12103714,2,T
12103715,0,Bonus
12103716,9,CT
12103717,13,CT
12103718,0,Bonus
12103719,0,Bonus
12103720,12,CT
12103721,11,CT
12103722,0,Bonus
12103723,4,T
12103724,9,CT
12103725,8,CT
12103726,11,CT
12103727,5,T
12103728,6,T
12103729,1,T
12103730,6,T
12103731,7,T
12103732,1,T
12103733,0,Bonus
12103734,11,CT
12103735,2,T
12103736,7,T
12103737,7,T
12103738,5,T
12103739,8,CT
12103740,2,T
12103741,11,CT
12103742,5,T
12103743,11,CT
12103744,14,CT
12103745,13,CT
12103746,11,CT
12103747,13,CT
12103748,12,CT
12103749,11,CT
12103750,10,CT
12103751,4,T
12103752,7,T
12103753,3,T
12103754,8,CT
12103755,6,T
12103756,0,Bonus
12103757,6,T
12103758,2,T
12103759,6,T
12103760,4,T
12103761,2,T
12103762,2,T
12103763,12,CT
12103764,0,Bonus
12103765,5,T
12103766,13,CT
12103767,9,CT
12103768,2,T
12103769,13,CT
12103770,11,CT
12103771,4,T
12103772,1,T
12103773,9,CT
12103774,5,T
12103775,12,CT
12103776,12,CT
12103777,8,CT
12103778,5,T
12103779,10,CT
12103780,0,Bonus
12103781,14,CT
12103782,1,T
12103783,3,T
12103784,13,CT
12103785,10,CT
12103786,5,T
12103787,4,T
12103788,5,T
12103789,12,CT
12103790,2,T
12103791,4,T
12103792,2,T
12103793,12,CT
12103794,14,CT
12103795,4,T
12103796,9,CT
12103797,2,T
12103798,4,T
12103799,0,Bonus
12103800,14,CT
12103801,6,T
12103802,8,CT
12103803,2,T
12103804,10,CT
12103805,0,Bonus
12103806,14,CT
12103807,6,T
12103808,5,T
12103809,8,CT
12103810,8,CT
12103811,5,T
12103812,14,CT
12103813,11,CT
12103814,6,T
12103815,8,CT
12103816,14,CT
12103817,6,T
12103818,12,CT
12103819,10,CT
12103820,8,CT
12103821,7,T
12103822,5,T
12103823,10,CT
12103824,10,CT
12103825,1,T
12103826,13,CT
12103827,5,T
12103828,6,T
12103829,13,CT
12103830,12,CT
12103831,4,T
12103832,9,CT
12103833,14,CT
12103834,0,Bonus
12103835,0,Bonus
12103836,5,T
12103837,6,T
12103838,1,T
12103839,3,T
12103840,13,CT
12103841,6,T
12103842,14,CT
12103843,1,T
12103844,0,Bonus
12103845,11,CT
12103846,9,CT
12103847,9,CT
12103848,13,CT
12103849,3,T
12103850,3,T
12103851,2,T
12103852,3,T
12103853,14,CT
12103854,0,Bonus
12103855,14,CT
12103856,9,CT
12103857,7,T
12103858,3,T
12103859,12,CT
12103860,2,T
12103861,0,Bonus
12103862,8,CT
12103863,4,T
12103864,8,CT
12103865,11,CT
12103866,11,CT
12103867,2,T
12103868,0,Bonus
12103869,4,T
12103870,5,T
12103871,9,CT
12103872,11,CT
12103873,0,Bonus
12103874,1,T
12103875,11,CT
12103876,3,T
12103877,0,Bonus
12103878,10,CT
12103879,1,T
12103880,1,T
12103881,9,CT
12103882,4,T
12103883,7,T
12103884,8,CT
12103885,10,CT
12103886,1,T
12103887,9,CT
12103888,12,CT
12103889,7,T
12103890,8,CT
12103891,9,CT
12103892,5,T
12103893,14,CT
12103894,13,CT
12103895,5,T
12103896,14,CT
12103897,11,CT
12103898,9,CT
12103899,3,T
12103900,0,Bonus
12103901,8,CT
12103902,4,T
12103903,3,T
12103904,4,T
12103905,7,T
12103906,4,T
12103907,4,T
12103908,13,CT
12103909,9,CT
12103910,2,T
12103911,11,CT
12103912,0,Bonus
12103913,14,CT
12103914,11,CT
12103915,13,CT
12103916,10,CT
12103917,5,T
12103918,1,T
12103919,7,T
12103920,14,CT
12103921,13,CT
12103922,9,CT
12103923,3,T
12103924,7,T
12103925,6,T
12103926,3,T
12103927,4,T
12103928,3,T
12103929,10,CT
12103930,2,T
12103931,2,T
12103932,2,T
12103933,3,T
12103934,11,CT
12103935,8,CT
12103936,13,CT
12103937,3,T
12103938,2,T
12103939,14,CT
12103940,13,CT
12103941,0,Bonus
12103942,8,CT
12103943,2,T
12103944,7,T
12103945,1,T
12103946,9,CT
12103947,7,T
12103948,3,T
12103949,4,T
12103950,1,T
12103951,2,T
12103952,8,CT
12103953,1,T
12103954,11,CT
12103955,1,T
12103956,9,CT
12103957,9,CT
12103958,8,CT
12103959,9,CT
12103960,3,T
12103961,10,CT
12103962,7,T
12103963,7,T
12103964,0,Bonus
12103965,7,T
12103966,9,CT
12103967,14,CT
12103968,0,Bonus
12103969,7,T
12103970,8,CT
12103971,10,CT
12103972,6,T
12103973,3,T
12103974,6,T
12103975,9,CT
12103976,7,T
12103977,10,CT
12103978,14,CT
12103979,14,CT
12103980,6,T
12103981,10,CT
12103982,14,CT
12103983,3,T
12103984,2,T
12103985,0,Bonus
12103986,6,T
12103987,8,CT
12103988,0,Bonus
12103989,7,T
12103990,7,T
12103991,10,CT
12103992,2,T
12103993,7,T
12103994,3,T
12103995,2,T
12103996,8,CT
12103997,10,CT
12103998,1,T
12103999,0,Bonus
12104000,11,CT
12104001,10,CT
12104002,3,T
12104003,0,Bonus
12104004,11,CT
12104005,13,CT
12104006,3,T
12104007,0,Bonus
12104008,0,Bonus
12104009,6,T
12104010,7,T
12104011,5,T
12104012,10,CT
12104013,7,T
12104014,9,CT
12104015,2,T
12104016,0,Bonus
12104017,5,T
12104018,4,T
12104019,13,CT
12104020,3,T
12104021,13,CT
12104022,10,CT
12104023,5,T
12104024,3,T
12104025,10,CT
12104026,0,Bonus
12104027,2,T
12104028,11,CT
12104029,8,CT
12104030,12,CT
12104031,7,T
12104032,14,CT
12104033,6,T
12104034,10,CT
12104035,0,Bonus
12104036,6,T
12104037,1,T
12104038,0,Bonus
12104039,6,T
12104040,4,T
12104041,4,T
12104042,13,CT
12104043,8,CT
12104044,5,T
12104045,14,CT
12104046,13,CT
12104047,11,CT
12104048,4,T
12104049,2,T
12104050,14,CT
12104051,13,CT
12104052,7,T
12104053,6,T
12104054,11,CT
12104055,1,T
12104056,4,T
12104057,1,T
12104058,10,CT
12104059,5,T
12104060,5,T
12104061,8,CT
12104062,7,T
12104063,0,Bonus
12104064,8,CT
12104065,10,CT
12104066,5,T
12104067,5,T
12104068,0,Bonus
12104069,11,CT
12104070,0,Bonus
12104071,12,CT
12104072,14,CT
12104073,11,CT
12104074,12,CT
12104075,1,T
12104076,6,T
12104077,9,CT
12104078,9,CT
12104079,9,CT
12104080,11,CT
12104081,2,T
12104082,6,T
12104083,4,T
12104084,13,CT
12104085,12,CT
12104086,9,CT
12104087,12,CT
12104088,14,CT
12104089,3,T
12104090,0,Bonus
12104091,13,CT
12104092,11,CT
12104093,1,T
12104094,13,CT
12104095,1,T
12104096,13,CT
12104097,6,T
12104098,9,CT
12104099,13,CT
12104100,2,T
12104101,12,CT
12104102,1,T
12104103,3,T
12104104,4,T
12104105,7,T
12104106,1,T
12104107,10,CT
12104108,11,CT
12104109,3,T
12104110,14,CT
12104111,8,CT
12104112,12,CT
12104113,7,T
12104114,10,CT
12104115,8,CT
12104116,7,T
12104117,5,T
12104118,8,CT
12104119,6,T
12104120,2,T
12104121,0,Bonus
12104122,6,T
12104123,12,CT
12104124,12,CT
12104125,13,CT
12104126,7,T
12104127,6,T
12104128,6,T
12104129,1,T
12104130,13,CT
12104131,3,T
12104132,2,T
12104133,8,CT
12104134,1,T
12104135,9,CT
12104136,2,T
12104137,5,T
12104138,8,CT
12104139,6,T
12104140,13,CT
12104141,0,Bonus
12104142,8,CT
12104143,7,T
12104144,0,Bonus
12104145,4,T
12104146,0,Bonus
12104147,6,T
12104148,4,T
12104149,6,T
12104150,0,Bonus
12104151,12,CT
12104152,12,CT
12104153,10,CT
12104154,1,T
12104155,3,T
12104156,0,Bonus
12104157,5,T
12104158,6,T
12104159,11,CT
12104160,0,Bonus
12104161,11,CT
12104162,9,CT
12104163,9,CT
12104164,3,T
12104165,6,T
12104166,1,T
12104167,2,T
12104168,5,T
12104169,5,T
12104170,11,CT
12104171,12,CT
12104172,13,CT
12104173,10,CT
12104174,6,T
12104175,7,T
12104176,4,T
12104177,11,CT
12104178,11,CT
12104179,6,T
12104180,6,T
12104181,5,T
12104182,0,Bonus
12104183,4,T
12104184,8,CT
12104185,2,T
12104186,8,CT
12104187,11,CT
12104188,8,CT
12104189,10,CT
12104190,9,CT
12104191,1,T
12104192,14,CT
12104193,3,T
12104194,4,T
12104195,2,T
12104196,13,CT
12104197,12,CT
12104198,7,T
12104199,14,CT
12104200,12,CT
12104201,10,CT
12104202,0,Bonus
12104203,8,CT
12104204,12,CT
12104205,9,CT
12104206,12,CT
12104207,12,CT
12104208,11,CT
12104209,9,CT
12104210,10,CT
12104211,7,T
12104212,8,CT
12104213,9,CT
12104214,12,CT
12104215,14,CT
12104216,6,T
12104217,1,T
12104218,1,T
12104219,5,T
12104220,1,T
