session_id,outcome,color
12076576,8,CT
12076577,12,CT
12076578,3,T
12076579,6,T
12076580,9,CT
12076581,0,Bonus
12076582,4,T
12076583,8,CT
12076584,12,CT
12076585,7,T
12076586,10,CT
12076587,6,T
12076588,3,T
12076589,1,T
12076590,0,Bonus
12076591,2,T
12076592,8,CT
12076593,0,Bonus
12076594,3,T
12076595,11,CT
12076596,12,CT
12076597,12,CT
12076598,12,CT
12076599,11,CT
12076600,9,CT
12076601,11,CT
12076602,8,CT
12076603,5,T
12076604,14,CT
12076605,12,CT
12076606,7,T
12076607,2,T
12076608,3,T
12076609,2,T
12076610,10,CT
12076611,3,T
12076612,4,T
12076613,6,T
12076614,13,CT
12076615,8,CT
12076616,11,CT
12076617,10,CT
12076618,4,T
12076619,3,T
12076620,5,T
12076621,10,CT
12076622,10,CT
12076623,10,CT
12076624,10,CT
12076625,14,CT
12076626,0,Bonus
12076627,13,CT
12076628,1,T
12076629,9,CT
12076630,0,Bonus
12076631,4,T
12076632,9,CT
12076633,12,CT
12076634,4,T
12076635,4,T
12076636,11,CT
12076637,9,CT
12076638,11,CT
12076639,1,T
12076640,7,T
12076641,3,T
12076642,14,CT
12076643,1,T
12076644,11,CT
12076645,6,T
12076646,14,CT
12076647,3,T
12076648,13,CT
12076649,10,CT
12076650,7,T
12076651,3,T
12076652,12,CT
12076653,0,Bonus
12076654,6,T
12076655,14,CT
12076656,11,CT
12076657,13,CT
12076658,3,T
12076659,0,Bonus
12076660,2,T
12076661,10,CT
12076662,1,T
12076663,9,CT
12076664,8,CT
12076665,13,CT
12076666,14,CT
12076667,11,CT
12076668,7,T
12076669,8,CT
12076670,14,CT
12076671,13,CT
12076672,14,CT
12076673,2,T
12076674,3,T
12076675,1,T
12076676,8,CT
12076677,11,CT
12076678,4,T
12076679,6,T
12076680,11,CT
12076681,9,CT
12076682,0,Bonus
12076683,13,CT
12076684,12,CT
12076685,3,T
12076686,10,CT
12076687,4,T
12076688,9,CT
12076689,5,T
12076690,7,T
12076691,7,T
12076692,0,Bonus
12076693,9,CT
12076694,3,T
12076695,2,T
12076696,5,T
12076697,7,T
12076698,5,T
12076699,5,T
12076700,2,T
12076701,2,T
12076702,6,T
12076703,6,T
12076704,4,T
12076705,9,CT
12076706,11,CT
12076707,4,T
12076708,8,CT
12076709,7,T
12076710,12,CT
12076711,11,CT
12076712,10,CT
12076713,12,CT
12076714,3,T
12076715,11,CT
12076716,14,CT
12076717,13,CT
12076718,7,T
12076719,13,CT
12076720,12,CT
12076721,3,T
12076722,0,Bonus
12076723,14,CT
12076724,4,T
12076725,9,CT
12076726,9,CT
12076727,5,T
12076728,12,CT
12076729,9,CT
12076730,7,T
12076731,8,CT
12076732,2,T
12076733,10,CT
12076734,11,CT
12076735,14,CT
12076736,3,T
12076737,7,T
12076738,10,CT
12076739,12,CT
12076740,4,T
12076741,13,CT
12076742,10,CT
12076743,9,CT
12076744,7,T
12076745,13,CT
12076746,10,CT
12076747,13,CT
12076748,13,CT
12076749,5,T
12076750,6,T
12076751,11,CT
12076752,4,T
12076753,9,CT
12076754,3,T
12076755,7,T
12076756,9,CT
12076757,9,CT
12076758,6,T
12076759,11,CT
12076760,4,T
12076761,7,T
12076762,7,T
12076763,14,CT
12076764,8,CT
12076765,7,T
12076766,13,CT
12076767,0,Bonus
12076768,10,CT
12076769,4,T
12076770,11,CT
12076771,8,CT
12076772,5,T
12076773,10,CT
12076774,3,T
12076775,13,CT
12076776,6,T
12076777,14,CT
12076778,8,CT
12076779,0,Bonus
12076780,8,CT
12076781,0,Bonus
12076782,10,CT
12076783,13,CT
12076784,8,CT
12076785,9,CT
12076786,9,CT
12076787,12,CT
12076788,1,T
12076789,14,CT
12076790,7,T
12076791,2,T
12076792,3,T
12076793,8,CT
12076794,11,CT
12076795,0,Bonus
12076796,0,Bonus
12076797,2,T
12076798,12,CT
12076799,12,CT
12076800,6,T
12076801,13,CT
12076802,0,Bonus
12076803,8,CT
12076804,7,T
12076805,3,T
12076806,9,CT
12076807,12,CT
12076808,12,CT
12076809,13,CT
12076810,10,CT
12076811,2,T
12076812,5,T
12076813,1,T
12076814,1,T
12076815,13,CT
12076816,8,CT
12076817,7,T
12076818,0,Bonus
12076819,11,CT
12076820,13,CT
12076821,14,CT
12076822,8,CT
12076823,10,CT
12076824,11,CT
12076825,3,T
12076826,14,CT
12076827,5,T
12076828,14,CT
12076829,6,T
12076830,11,CT
12076831,11,CT
12076832,7,T
12076833,9,CT
12076834,3,T
12076835,9,CT
12076836,1,T
12076837,1,T
12076838,7,T
12076839,14,CT
12076840,8,CT
12076841,14,CT
12076842,2,T
12076843,13,CT
12076844,12,CT
12076845,10,CT
12076846,1,T
12076847,10,CT
12076848,2,T
12076849,12,CT
12076850,1,T
12076851,9,CT
12076852,7,T
12076853,12,CT
12076854,4,T
12076855,13,CT
12076856,0,Bonus
12076857,3,T
12076858,12,CT
12076859,12,CT
12076860,2,T
12076861,13,CT
12076862,1,T
12076863,8,CT
12076864,7,T
12076865,6,T
12076866,11,CT
12076867,9,CT
12076868,8,CT
12076869,7,T
12076870,5,T
12076871,0,Bonus
12076872,0,Bonus
12076873,7,T
12076874,0,Bonus
12076875,9,CT
12076876,0,Bonus
12076877,14,CT
12076878,11,CT
12076879,0,Bonus
12076880,5,T
12076881,7,T
12076882,14,CT
12076883,7,T
12076884,7,T
12076885,7,T
12076886,4,T
12076887,2,T
12076888,7,T
12076889,3,T
12076890,5,T
12076891,1,T
12076892,3,T
12076893,8,CT
12076894,2,T
12076895,6,T
12076896,11,CT
12076897,5,T
12076898,6,T
12076899,11,CT
12076900,13,CT
12076901,13,CT
12076902,4,T
12076903,7,T
12076904,5,T
12076905,8,CT
12076906,7,T
12076907,7,T
12076908,2,T
12076909,10,CT
12076910,12,CT
12076911,3,T
12076912,4,T
12076913,4,T
12076914,8,CT
12076915,1,T
12076916,12,CT
12076917,5,T
12076918,0,Bonus
12076919,11,CT
12076920,3,T
12076921,9,CT
12076922,7,T
12076923,4,T
12076924,0,Bonus
12076925,10,CT
12076926,3,T
12076927,10,CT
12076928,2,T
12076929,9,CT
12076930,11,CT
12076931,5,T
12076932,5,T
12076933,12,CT
12076934,3,T
12076935,9,CT
12076936,0,Bonus
12076937,13,CT
12076938,6,T
12076939,13,CT
12076940,2,T
12076941,9,CT
12076942,4,T
12076943,10,CT
12076944,6,T
12076945,14,CT
12076946,5,T
12076947,11,CT
12076948,13,CT
12076949,0,Bonus
12076950,0,Bonus
12076951,10,CT
12076952,7,T
12076953,14,CT
12076954,6,T
12076955,10,CT
12076956,12,CT
12076957,13,CT
12076958,4,T
12076959,4,T
12076960,6,T
12076961,0,Bonus
12076962,9,CT
12076963,0,Bonus
12076964,2,T
12076965,4,T
12076966,2,T
12076967,2,T
12076968,1,T
12076969,13,CT
12076970,12,CT
12076971,1,T
12076972,6,T
12076973,14,CT
12076974,11,CT
12076975,14,CT
12076976,1,T
12076977,5,T
12076978,6,T
12076979,7,T
12076980,1,T
12076981,5,T
12076982,9,CT
12076983,14,CT
12076984,4,T
12076985,0,Bonus
12076986,8,CT
12076987,4,T
12076988,7,T
12076989,6,T
12076990,6,T
12076991,3,T
12076992,12,CT
12076993,0,Bonus
12076994,12,CT
12076995,5,T
12076996,7,T
12076997,12,CT
12076998,13,CT
12076999,11,CT
12077000,8,CT
12077001,5,T
12077002,7,T
12077003,14,CT
12077004,10,CT
12077005,8,CT
12077006,9,CT
12077007,9,CT
12077008,1,T
12077009,5,T
12077010,13,CT
12077011,2,T
12077012,3,T
12077013,8,CT
12077014,11,CT
12077015,0,Bonus
12077016,1,T
12077017,9,CT
12077018,1,T
12077019,13,CT
12077020,3,T
12077021,13,CT
12077022,7,T
12077023,1,T
12077024,0,Bonus
12077025,11,CT
12077026,14,CT
12077027,8,CT
12077028,7,T
12077029,7,T
12077030,6,T
12077031,13,CT
12077032,14,CT
12077033,7,T
12077034,9,CT
12077035,5,T
12077036,3,T
12077037,14,CT
12077038,12,CT
12077039,13,CT
12077040,2,T
12077041,4,T
12077042,1,T
12077043,11,CT
12077044,0,Bonus
12077045,14,CT
12077046,5,T
12077047,9,CT
12077048,9,CT
12077049,13,CT
12077050,11,CT
12077051,12,CT
12077052,9,CT
12077053,8,CT
12077054,2,T
12077055,3,T
12077056,12,CT
12077057,12,CT
12077058,10,CT
12077059,3,T
12077060,8,CT
12077061,6,T
12077062,2,T
12077063,10,CT
12077064,9,CT
12077065,8,CT
12077066,4,T
12077067,1,T
12077068,8,CT
12077069,9,CT
12077070,7,T
12077071,0,Bonus
12077072,9,CT
12077073,0,Bonus
12077074,8,CT
12077075,8,CT
12077076,11,CT
12077077,5,T
12077078,5,T
12077079,5,T
12077080,9,CT
12077081,9,CT
12077082,3,T
12077083,12,CT
12077084,13,CT
12077085,4,T
12077086,10,CT
12077087,12,CT
12077088,11,CT
12077089,14,CT
12077090,9,CT
12077091,13,CT
12077092,11,CT
12077093,5,T
12077094,1,T
12077095,7,T
12077096,1,T
12077097,0,Bonus
12077098,9,CT
12077099,5,T
12077100,10,CT
12077101,9,CT
12077102,9,CT
12077103,5,T
12077104,11,CT
12077105,10,CT
12077106,12,CT
12077107,1,T
12077108,4,T
12077109,7,T
12077110,1,T
12077111,11,CT
12077112,3,T
12077113,1,T
12077114,4,T
12077115,1,T
12077116,4,T
12077117,5,T
12077118,11,CT
12077119,3,T
12077120,13,CT
12077121,11,CT
12077122,9,CT
12077123,8,CT
12077124,6,T
12077125,13,CT
12077126,12,CT
12077127,10,CT
12077128,6,T
12077129,14,CT
12077130,11,CT
12077131,1,T
12077132,3,T
12077133,6,T
12077134,4,T
12077135,3,T
12077136,4,T
12077137,14,CT
12077138,9,CT
12077139,10,CT
12077140,9,CT
12077141,4,T
12077142,4,T
12077143,14,CT
12077144,13,CT
12077145,3,T
12077146,3,T
12077147,6,T
12077148,1,T
12077149,0,Bonus
12077150,5,T
12077151,5,T
12077152,6,T
12077153,7,T
12077154,9,CT
12077155,2,T
12077156,0,Bonus
12077157,0,Bonus
12077158,6,T
12077159,8,CT
12077160,6,T
12077161,0,Bonus
12077162,1,T
12077163,8,CT
12077164,0,Bonus
12077165,0,Bonus
12077166,9,CT
12077167,12,CT
12077168,1,T
12077169,14,CT
12077170,0,Bonus
12077171,1,T
12077172,4,T
12077173,12,CT
12077174,12,CT
12077175,10,CT
12077176,2,T
12077177,10,CT
12077178,7,T
12077179,13,CT
12077180,3,T
12077181,9,CT
12077182,6,T
12077183,5,T
12077184,5,T
12077185,12,CT
12077186,3,T
12077187,7,T
12077188,8,CT
12077189,4,T
12077190,6,T
12077191,2,T
12077192,9,CT
12077193,9,CT
12077194,13,CT
12077195,2,T
12077196,12,CT
12077197,3,T
12077198,6,T
12077199,13,CT
12077200,11,CT
12077201,3,T
12077202,3,T
12077203,2,T
12077204,12,CT
12077205,11,CT
12077206,11,CT
12077207,0,Bonus
12077208,13,CT
12077209,2,T
12077210,2,T
12077211,0,Bonus
12077212,12,CT
12077213,4,T
12077214,6,T
12077215,12,CT
12077216,12,CT
12077217,9,CT
12077218,13,CT
12077219,11,CT
12077220,6,T
12077221,8,CT
12077222,6,T
12077223,12,CT
12077224,14,CT
12077225,1,T
12077226,8,CT
12077227,14,CT
12077228,13,CT
12077229,3,T
12077230,13,CT
12077231,11,CT
12077232,1,T
12077233,7,T
12077234,3,T
12077235,3,T
12077236,7,T
12077237,7,T
12077238,14,CT
12077239,0,Bonus
12077240,13,CT
12077241,6,T
12077242,6,T
12077243,1,T
12077244,13,CT
12077245,14,CT
12077246,8,CT
12077247,5,T
12077248,3,T
12077249,14,CT
12077250,2,T
12077251,4,T
12077252,10,CT
12077253,11,CT
12077254,5,T
12077255,5,T
12077256,2,T
12077257,10,CT
12077258,10,CT
12077259,12,CT
12077260,12,CT
12077261,2,T
12077262,13,CT
12077263,6,T
12077264,10,CT
12077265,3,T
12077266,2,T
12077267,6,T
12077268,12,CT
12077269,5,T
12077270,2,T
12077271,7,T
12077272,14,CT
12077273,9,CT
12077274,14,CT
12077275,0,Bonus
12077276,13,CT
12077277,8,CT
12077278,11,CT
12077279,4,T
12077280,2,T
12077281,14,CT
12077282,0,Bonus
12077283,7,T
12077284,7,T
12077285,11,CT
12077286,11,CT
12077287,9,CT
12077288,6,T
12077289,4,T
12077290,5,T
12077291,9,CT
12077292,6,T
12077293,0,Bonus
12077294,2,T
12077295,3,T
12077296,3,T
12077297,6,T
12077298,12,CT
12077299,1,T
12077300,11,CT
12077301,13,CT
12077302,13,CT
12077303,4,T
12077304,11,CT
12077305,2,T
12077306,5,T
12077307,7,T
12077308,3,T
12077309,9,CT
12077310,4,T
12077311,10,CT
12077312,7,T
12077313,4,T
12077314,11,CT
12077315,7,T
12077316,3,T
12077317,10,CT
12077318,8,CT
12077319,10,CT
12077320,14,CT
12077321,14,CT
12077322,13,CT
12077323,14,CT
12077324,4,T
12077325,7,T
12077326,10,CT
12077327,8,CT
12077328,2,T
12077329,1,T
12077330,1,T
12077331,11,CT
12077332,5,T
12077333,2,T
12077334,0,Bonus
12077335,3,T
12077336,12,CT
12077337,12,CT
12077338,9,CT
12077339,7,T
12077340,11,CT
12077341,13,CT
12077342,1,T
12077343,6,T
12077344,10,CT
12077345,1,T
12077346,0,Bonus
12077347,7,T
12077348,0,Bonus
12077349,2,T
12077350,8,CT
12077351,1,T
12077352,14,CT
12077353,2,T
12077354,3,T
12077355,3,T
12077356,13,CT
12077357,9,CT
12077358,14,CT
12077359,4,T
12077360,12,CT
12077361,8,CT
12077362,3,T
12077363,3,T
12077364,6,T
12077365,10,CT
12077366,3,T
12077367,3,T
12077368,12,CT
12077369,10,CT
12077370,11,CT
12077371,12,CT
12077372,4,T
12077373,2,T
12077374,3,T
12077375,12,CT
12077376,13,CT
12077377,10,CT
12077378,7,T
12077379,4,T
12077380,13,CT
12077381,6,T
12077382,10,CT
12077383,1,T
12077384,8,CT
12077385,14,CT
12077386,0,Bonus
12077387,3,T
12077388,13,CT
12077389,14,CT
12077390,8,CT
12077391,10,CT
12077392,13,CT
12077393,14,CT
12077394,12,CT
12077395,9,CT
12077396,5,T
12077397,8,CT
12077398,10,CT
12077399,0,Bonus
12077400,0,Bonus
12077401,8,CT
12077402,7,T
12077403,14,CT
12077404,8,CT
12077405,6,T
12077406,11,CT
12077407,2,T
12077408,8,CT
12077409,13,CT
12077410,6,T
12077411,11,CT
12077412,8,CT
12077413,3,T
12077414,6,T
12077415,7,T
12077416,9,CT
12077417,10,CT
12077418,5,T
12077419,9,CT
12077420,6,T
12077421,0,Bonus
12077422,4,T
12077423,4,T
12077424,11,CT
12077425,7,T
12077426,2,T
12077427,0,Bonus
12077428,0,Bonus
12077429,1,T
12077430,7,T
12077431,9,CT
12077432,2,T
12077433,13,CT
12077434,6,T
12077435,6,T
12077436,6,T
12077437,14,CT
12077438,13,CT
12077439,4,T
12077440,4,T
12077441,13,CT
12077442,1,T
12077443,10,CT
12077444,8,CT
12077445,7,T
12077446,11,CT
12077447,12,CT
12077448,4,T
12077449,7,T
12077450,14,CT
12077451,5,T
12077452,11,CT
12077453,3,T
12077454,13,CT
12077455,0,Bonus
12077456,3,T
12077457,9,CT
12077458,11,CT
12077459,8,CT
12077460,9,CT
12077461,8,CT
12077462,4,T
12077463,3,T
12077464,13,CT
12077465,3,T
12077466,7,T
12077467,9,CT
12077468,0,Bonus
12077469,13,CT
12077470,2,T
12077471,4,T
12077472,9,CT
12077473,0,Bonus
12077474,6,T
12077475,4,T
12077476,11,CT
12077477,2,T
12077478,14,CT
12077479,9,CT
12077480,4,T
12077481,1,T
12077482,0,Bonus
12077483,7,T
12077484,11,CT
12077485,12,CT
12077486,1,T
12077487,4,T
12077488,4,T
12077489,5,T
12077490,12,CT
12077491,10,CT
12077492,3,T
12077493,12,CT
12077494,1,T
12077495,14,CT
12077496,2,T
12077497,0,Bonus
12077498,4,T
12077499,6,T
12077500,13,CT
12077501,13,CT
12077502,10,CT
