session_id,outcome,color
12077503,11,CT
12077504,14,CT
12077505,14,CT
12077506,13,CT
12077507,5,T
12077508,14,CT
12077509,3,T
12077510,6,T
12077511,4,T
12077512,9,CT
12077513,5,T
12077514,10,CT
12077515,7,T
12077516,10,CT
12077517,3,T
12077518,8,CT
12077519,0,Bonus
12077520,5,T
12077521,9,CT
12077522,9,CT
12077523,0,Bonus
12077524,8,CT
12077525,11,CT
12077526,5,T
12077527,11,CT
12077528,13,CT
12077529,2,T
12077530,4,T
12077531,3,T
12077532,10,CT
12077533,5,T
12077534,1,T
12077535,7,T
12077536,3,T
12077537,14,CT
12077538,14,CT
12077539,5,T
12077540,6,T
12077541,7,T
12077542,8,CT
12077543,11,CT
12077544,12,CT
12077545,1,T
12077546,9,CT
12077547,13,CT
12077548,11,CT
12077549,7,T
12077550,2,T
12077551,1,T
12077552,10,CT
12077553,12,CT
12077554,6,T
12077555,8,CT
12077556,3,T
12077557,13,CT
12077558,7,T
12077559,3,T
12077560,11,CT
12077561,7,T
12077562,5,T
12077563,3,T
12077564,12,CT
12077565,4,T
12077566,11,CT
12077567,5,T
12077568,1,T
12077569,4,T
12077570,9,CT
12077571,13,CT
12077572,5,T
12077573,2,T
12077574,7,T
12077575,12,CT
12077576,4,T
12077577,14,CT
12077578,4,T
12077579,10,CT
12077580,8,CT
12077581,9,CT
12077582,3,T
12077583,6,T
12077584,10,CT
12077585,5,T
12077586,12,CT
12077587,11,CT
12077588,11,CT
12077589,14,CT
12077590,14,CT
12077591,9,CT
12077592,7,T
12077593,1,T
12077594,6,T
12077595,0,Bonus
12077596,14,CT
12077597,2,T
12077598,4,T
12077599,11,CT
12077600,11,CT
12077601,6,T
12077602,10,CT
12077603,2,T
12077604,5,T
12077605,12,CT
12077606,12,CT
12077607,8,CT
12077608,4,T
12077609,13,CT
12077610,12,CT
12077611,5,T
12077612,1,T
12077613,0,Bonus
12077614,13,CT
12077615,9,CT
12077616,14,CT
12077617,11,CT
12077618,1,T
12077619,13,CT
12077620,3,T
12077621,10,CT
12077622,13,CT
12077623,10,CT
12077624,13,CT
12077625,1,T
12077626,7,T
12077627,5,T
12077628,8,CT
12077629,11,CT
12077630,4,T
12077631,7,T
12077632,8,CT
12077633,2,T
12077634,14,CT
12077635,11,CT
12077636,0,Bonus
12077637,9,CT
12077638,4,T
12077639,2,T
12077640,12,CT
12077641,10,CT
12077642,5,T
12077643,6,T
12077644,2,T
12077645,5,T
12077646,14,CT
12077647,7,T
12077648,14,CT
12077649,1,T
12077650,10,CT
12077651,1,T
12077652,6,T
12077653,9,CT
12077654,14,CT
12077655,2,T
12077656,5,T
12077657,3,T
12077658,9,CT
12077659,1,T
12077660,12,CT
12077661,9,CT
12077662,14,CT
12077663,0,Bonus
12077664,1,T
12077665,9,CT
12077666,7,T
12077667,11,CT
12077668,14,CT
12077669,2,T
12077670,10,CT
12077671,9,CT
12077672,6,T
12077673,12,CT
12077674,10,CT
12077675,0,Bonus
12077676,10,CT
12077677,2,T
12077678,7,T
12077679,4,T
12077680,4,T
12077681,4,T
12077682,11,CT
12077683,0,Bonus
12077684,11,CT
12077685,10,CT
12077686,7,T
12077687,4,T
12077688,9,CT
12077689,4,T
12077690,6,T
12077691,9,CT
12077692,2,T
12077693,9,CT
12077694,3,T
12077695,3,T
12077696,6,T
12077697,4,T
12077698,2,T
12077699,8,CT
12077700,4,T
12077701,6,T
12077702,5,T
12077703,8,CT
12077704,10,CT
12077705,0,Bonus
12077706,8,CT
12077707,8,CT
12077708,6,T
12077709,2,T
12077710,8,CT
12077711,10,CT
12077712,11,CT
12077713,2,T
12077714,11,CT
12077715,2,T
12077716,13,CT
12077717,12,CT
12077718,10,CT
12077719,6,T
12077720,13,CT
12077721,10,CT
12077722,4,T
12077723,7,T
12077724,1,T
12077725,9,CT
12077726,4,T
12077727,13,CT
12077728,5,T
12077729,12,CT
12077730,12,CT
12077731,1,T
12077732,12,CT
12077733,1,T
12077734,13,CT
12077735,13,CT
12077736,1,T
12077737,3,T
12077738,13,CT
12077739,4,T
12077740,14,CT
12077741,10,CT
12077742,12,CT
12077743,8,CT
12077744,0,Bonus
12077745,4,T
12077746,12,CT
12077747,7,T
12077748,11,CT
12077749,12,CT
12077750,8,CT
12077751,12,CT
12077752,12,CT
12077753,6,T
12077754,7,T
12077755,0,Bonus
12077756,6,T
12077757,0,Bonus
12077758,3,T
12077759,3,T
12077760,10,CT
12077761,5,T
12077762,13,CT
12077763,4,T
12077764,8,CT
12077765,14,CT
12077766,10,CT
12077767,3,T
12077768,12,CT
12077769,0,Bonus
12077770,5,T
12077771,8,CT
12077772,7,T
12077773,8,CT
12077774,2,T
12077775,8,CT
12077776,1,T
12077777,3,T
12077778,1,T
12077779,7,T
12077780,12,CT
12077781,6,T
12077782,12,CT
12077783,1,T
12077784,10,CT
12077785,3,T
12077786,9,CT
12077787,14,CT
12077788,12,CT
12077789,10,CT
12077790,10,CT
12077791,4,T
12077792,4,T
12077793,6,T
12077794,4,T
12077795,0,Bonus
12077796,12,CT
12077797,1,T
12077798,7,T
12077799,0,Bonus
12077800,8,CT
12077801,6,T
12077802,12,CT
12077803,1,T
12077804,13,CT
12077805,14,CT
12077806,5,T
12077807,1,T
12077808,5,T
12077809,9,CT
12077810,7,T
12077811,2,T
12077812,7,T
12077813,12,CT
12077814,9,CT
12077815,1,T
12077816,5,T
12077817,5,T
12077818,8,CT
12077819,14,CT
12077820,10,CT
12077821,7,T
12077822,1,T
12077823,9,CT
12077824,4,T
12077825,13,CT
12077826,3,T
12077827,0,Bonus
12077828,11,CT
12077829,6,T
12077830,3,T
12077831,2,T
12077832,1,T
12077833,12,CT
12077834,4,T
12077835,3,T
12077836,5,T
12077837,5,T
12077838,14,CT
12077839,8,CT
12077840,4,T
12077841,10,CT
12077842,1,T
12077843,0,Bonus
12077844,0,Bonus
12077845,8,CT
12077846,5,T
12077847,9,CT
12077848,3,T
12077849,10,CT
12077850,5,T
12077851,14,CT
12077852,9,CT
12077853,13,CT
12077854,14,CT
12077855,13,CT
12077856,13,CT
12077857,12,CT
12077858,9,CT
12077859,4,T
12077860,5,T
12077861,2,T
12077862,9,CT
12077863,1,T
12077864,11,CT
12077865,1,T
12077866,5,T
12077867,13,CT
12077868,11,CT
12077869,13,CT
12077870,5,T
12077871,13,CT
12077872,14,CT
12077873,5,T
12077874,8,CT
12077875,14,CT
12077876,1,T
12077877,8,CT
12077878,11,CT
12077879,7,T
12077880,13,CT
12077881,0,Bonus
12077882,4,T
12077883,4,T
12077884,3,T
12077885,4,T
12077886,1,T
12077887,1,T
12077888,3,T
12077889,1,T
12077890,0,Bonus
12077891,3,T
12077892,10,CT
12077893,9,CT
12077894,9,CT
12077895,5,T
12077896,11,CT
12077897,3,T
12077898,7,T
12077899,4,T
12077900,2,T
12077901,9,CT
12077902,14,CT
12077903,1,T
12077904,13,CT
12077905,7,T
12077906,5,T
12077907,1,T
12077908,7,T
12077909,4,T
12077910,6,T
12077911,2,T
12077912,2,T
12077913,0,Bonus
12077914,1,T
12077915,11,CT
12077916,12,CT
12077917,10,CT
12077918,6,T
12077919,11,CT
12077920,14,CT
12077921,6,T
12077922,4,T
12077923,3,T
12077924,9,CT
12077925,4,T
12077926,14,CT
12077927,3,T
12077928,1,T
12077929,4,T
12077930,14,CT
12077931,9,CT
12077932,10,CT
12077933,10,CT
12077934,13,CT
12077935,14,CT
12077936,12,CT
12077937,12,CT
12077938,0,Bonus
12077939,4,T
12077940,7,T
12077941,4,T
12077942,12,CT
12077943,9,CT
12077944,14,CT
12077945,4,T
12077946,0,Bonus
12077947,11,CT
12077948,4,T
12077949,8,CT
12077950,11,CT
12077951,1,T
12077952,6,T
12077953,9,CT
12077954,9,CT
12077955,12,CT
12077956,0,Bonus
12077957,14,CT
12077958,9,CT
12077959,13,CT
12077960,2,T
12077961,11,CT
12077962,4,T
12077963,7,T
12077964,5,T
12077965,3,T
12077966,14,CT
12077967,6,T
12077968,4,T
12077969,0,Bonus
12077970,11,CT
12077971,6,T
12077972,0,Bonus
12077973,2,T
12077974,2,T
12077975,13,CT
12077976,10,CT
12077977,12,CT
12077978,14,CT
12077979,5,T
12077980,10,CT
12077981,5,T
12077982,14,CT
12077983,0,Bonus
12077984,4,T
12077985,13,CT
12077986,14,CT
12077987,1,T
12077988,5,T
12077989,0,Bonus
12077990,7,T
12077991,2,T
12077992,7,T
12077993,7,T
12077994,4,T
12077995,11,CT
12077996,13,CT
12077997,13,CT
12077998,13,CT
12077999,9,CT
12078000,8,CT
12078001,14,CT
12078002,9,CT
12078003,12,CT
12078004,7,T
12078005,14,CT
12078006,11,CT
12078007,8,CT
12078008,8,CT
12078009,2,T
12078010,3,T
12078011,6,T
12078012,3,T
12078013,3,T
12078014,3,T
12078015,11,CT
12078016,8,CT
12078017,12,CT
12078018,7,T
12078019,8,CT
12078020,0,Bonus
12078021,7,T
12078022,3,T
12078023,9,CT
12078024,8,CT
12078025,14,CT
12078026,0,Bonus
12078027,10,CT
12078028,2,T
12078029,0,Bonus
12078030,10,CT
12078031,8,CT
12078032,0,Bonus
12078033,7,T
12078034,5,T
12078035,2,T
12078036,0,Bonus
12078037,10,CT
12078038,7,T
12078039,4,T
12078040,7,T
12078041,9,CT
12078042,8,CT
12078043,12,CT
12078044,6,T
12078045,2,T
12078046,6,T
12078047,6,T
12078048,7,T
12078049,6,T
12078050,4,T
12078051,14,CT
12078052,4,T
12078053,10,CT
12078054,0,Bonus
12078055,2,T
12078056,7,T
12078057,12,CT
12078058,5,T
12078059,14,CT
12078060,5,T
12078061,3,T
12078062,7,T
12078063,10,CT
12078064,12,CT
12078065,13,CT
12078066,8,CT
12078067,10,CT
12078068,2,T
12078069,14,CT
12078070,8,CT
12078071,10,CT
12078072,0,Bonus
12078073,13,CT
12078074,2,T
12078075,9,CT
12078076,8,CT
12078077,12,CT
12078078,7,T
12078079,4,T
12078080,13,CT
12078081,2,T
12078082,5,T
12078083,7,T
12078084,2,T
12078085,3,T
12078086,7,T
12078087,8,CT
12078088,4,T
12078089,13,CT
12078090,6,T
12078091,13,CT
12078092,13,CT
12078093,14,CT
12078094,12,CT
12078095,5,T
12078096,9,CT
12078097,5,T
12078098,7,T
12078099,11,CT
12078100,9,CT
12078101,7,T
12078102,10,CT
12078103,11,CT
12078104,5,T
12078105,4,T
12078106,2,T
12078107,3,T
12078108,2,T
12078109,11,CT
12078110,13,CT
12078111,13,CT
12078112,4,T
12078113,1,T
12078114,11,CT
12078115,2,T
12078116,9,CT
12078117,8,CT
12078118,7,T
12078119,5,T
12078120,4,T
12078121,14,CT
12078122,14,CT
12078123,2,T
12078124,13,CT
12078125,6,T
12078126,8,CT
12078127,7,T
12078128,7,T
12078129,9,CT
12078130,7,T
12078131,5,T
12078132,5,T
12078133,0,Bonus
12078134,12,CT
12078135,6,T
12078136,10,CT
12078137,0,Bonus
12078138,14,CT
12078139,1,T
12078140,5,T
12078141,12,CT
12078142,7,T
12078143,14,CT
12078144,8,CT
12078145,12,CT
12078146,8,CT
12078147,3,T
12078148,5,T
12078149,2,T
12078150,11,CT
12078151,12,CT
12078152,2,T
12078153,14,CT
12078154,10,CT
12078155,13,CT
12078156,14,CT
12078157,12,CT
12078158,4,T
12078159,13,CT
12078160,10,CT
12078161,9,CT
12078162,14,CT
12078163,1,T
12078164,5,T
12078165,7,T
12078166,5,T
12078167,0,Bonus
12078168,7,T
12078169,3,T
12078170,8,CT
12078171,2,T
12078172,7,T
12078173,4,T
12078174,7,T
12078175,1,T
12078176,2,T
12078177,6,T
12078178,13,CT
12078179,1,T
12078180,14,CT
12078181,0,Bonus
12078182,8,CT
12078183,1,T
12078184,10,CT
12078185,0,Bonus
12078186,3,T
12078187,10,CT
12078188,1,T
12078189,12,CT
12078190,13,CT
12078191,1,T
12078192,6,T
12078193,14,CT
12078194,5,T
12078195,1,T
12078196,6,T
12078197,1,T
12078198,7,T
12078199,1,T
12078200,10,CT
12078201,1,T
12078202,8,CT
12078203,2,T
12078204,9,CT
12078205,10,CT
12078206,12,CT
12078207,0,Bonus
12078208,3,T
12078209,11,CT
12078210,9,CT
12078211,6,T
12078212,5,T
12078213,6,T
12078214,10,CT
12078215,3,T
12078216,14,CT
12078217,9,CT
12078218,5,T
12078219,5,T
12078220,6,T
12078221,14,CT
12078222,4,T
12078223,7,T
12078224,12,CT
12078225,10,CT
12078226,1,T
12078227,14,CT
12078228,8,CT
12078229,14,CT
12078230,0,Bonus
12078231,0,Bonus
12078232,13,CT
12078233,12,CT
12078234,14,CT
12078235,4,T
12078236,3,T
12078237,3,T
12078238,5,T
12078239,5,T
12078240,9,CT
12078241,1,T
12078242,2,T
12078243,12,CT
12078244,13,CT
12078245,11,CT
12078246,9,CT
12078247,11,CT
12078248,13,CT
12078249,7,T
12078250,7,T
12078251,2,T
12078252,6,T
12078253,0,Bonus
12078254,12,CT
12078255,11,CT
12078256,4,T
12078257,5,T
12078258,13,CT
12078259,14,CT
12078260,1,T
12078261,1,T
12078262,14,CT
12078263,7,T
12078264,9,CT
12078265,7,T
12078266,4,T
12078267,9,CT
12078268,4,T
12078269,4,T
12078270,9,CT
12078271,8,CT
12078272,14,CT
12078273,5,T
12078274,12,CT
12078275,3,T
12078276,14,CT
12078277,11,CT
12078278,10,CT
12078279,6,T
12078280,11,CT
12078281,10,CT
12078282,0,Bonus
12078283,2,T
12078284,3,T
12078285,12,CT
12078286,10,CT
12078287,1,T
12078288,4,T
12078289,4,T
12078290,10,CT
12078291,0,Bonus
12078292,0,Bonus
12078293,9,CT
12078294,13,CT
12078295,3,T
12078296,8,CT
12078297,8,CT
12078298,6,T
12078299,14,CT
12078300,11,CT
12078301,12,CT
12078302,12,CT
12078303,10,CT
12078304,5,T
12078305,0,Bonus
12078306,5,T
12078307,10,CT
12078308,9,CT
12078309,7,T
12078310,0,Bonus
12078311,2,T
12078312,5,T
12078313,6,T
12078314,7,T
12078315,2,T
12078316,10,CT
12078317,3,T
12078318,11,CT
12078319,5,T
12078320,13,CT
12078321,9,CT
12078322,8,CT
12078323,6,T
12078324,9,CT
12078325,1,T
12078326,3,T
12078327,11,CT
12078328,14,CT
12078329,10,CT
12078330,12,CT
12078331,5,T
12078332,7,T
12078333,6,T
12078334,8,CT
12078335,9,CT
12078336,11,CT
12078337,8,CT
12078338,13,CT
12078339,3,T
12078340,9,CT
12078341,14,CT
12078342,14,CT
12078343,9,CT
12078344,6,T
12078345,9,CT
12078346,14,CT
12078347,5,T
12078348,4,T
12078349,11,CT
12078350,5,T
12078351,14,CT
12078352,10,CT
12078353,7,T
12078354,1,T
12078355,3,T
12078356,3,T
12078357,11,CT
12078358,8,CT
12078359,13,CT
12078360,4,T
12078361,5,T
12078362,3,T
12078363,4,T
12078364,14,CT
12078365,2,T
12078366,12,CT
12078367,9,CT
12078368,1,T
12078369,2,T
12078370,2,T
12078371,14,CT
12078372,14,CT
12078373,9,CT
12078374,1,T
12078375,2,T
12078376,6,T
12078377,12,CT
12078378,14,CT
12078379,0,Bonus
12078380,5,T
12078381,12,CT
12078382,2,T
12078383,12,CT
12078384,6,T
12078385,1,T
12078386,5,T
12078387,14,CT
12078388,10,CT
12078389,1,T
12078390,0,Bonus
12078391,9,CT
12078392,13,CT
12078393,11,CT
12078394,7,T
12078395,9,CT
12078396,2,T
12078397,10,CT
12078398,4,T
12078399,10,CT
12078400,14,CT
12078401,11,CT
12078402,3,T
12078403,2,T
12078404,6,T
12078405,4,T
12078406,0,Bonus
12078407,2,T
12078408,4,T
12078409,11,CT
12078410,6,T
12078411,2,T
12078412,0,Bonus
12078413,5,T
12078414,8,CT
12078415,2,T
12078416,5,T
12078417,0,Bonus
12078418,8,CT
12078419,8,CT
12078420,0,Bonus
12078421,13,CT
12078422,5,T
12078423,2,T
12078424,9,CT
12078425,7,T
12078426,9,CT
12078427,9,CT
12078428,5,T
12078429,0,Bonus
12078430,4,T
12078431,3,T
12078432,5,T
12078433,8,CT
12078434,12,CT
12078435,1,T
12078436,0,Bonus
12078437,0,Bonus
12078438,1,T
12078439,4,T
12078440,13,CT
12078441,6,T
12078442,5,T
12078443,9,CT
12078444,4,T
12078445,3,T
12078446,12,CT
12078447,4,T
12078448,7,T
12078449,7,T
12078450,0,Bonus
12078451,12,CT
12078452,2,T
12078453,7,T
12078454,1,T
12078455,9,CT
12078456,2,T
12078457,2,T
12078458,2,T
12078459,6,T
12078460,3,T
12078461,8,CT
12078462,6,T
12078463,13,CT
12078464,6,T
12078465,3,T
12078466,14,CT
12078467,3,T
12078468,13,CT
12078469,3,T
12078470,4,T
12078471,7,T
12078472,2,T
12078473,8,CT
12078474,1,T
12078475,3,T
12078476,10,CT
12078477,3,T
12078478,12,CT
12078479,12,CT
12078480,14,CT
12078481,14,CT
12078482,14,CT
12078483,12,CT
12078484,6,T
12078485,14,CT
12078486,1,T
12078487,0,Bonus
12078488,0,Bonus
12078489,1,T
12078490,13,CT
12078491,10,CT
12078492,13,CT
12078493,4,T
12078494,6,T
12078495,11,CT
12078496,9,CT
12078497,0,Bonus
12078498,6,T
12078499,0,Bonus
12078500,2,T
12078501,0,Bonus
12078502,7,T
12078503,6,T
12078504,2,T
12078505,9,CT
12078506,14,CT
12078507,0,Bonus
12078508,8,CT
12078509,1,T
12078510,0,Bonus
12078511,6,T
12078512,14,CT
12078513,0,Bonus
12078514,11,CT
12078515,5,T
12078516,4,T
12078517,0,Bonus
12078518,2,T
12078519,4,T
12078520,0,Bonus
12078521,12,CT
12078522,6,T
12078523,11,CT
12078524,8,CT
12078525,2,T
12078526,2,T
12078527,7,T
12078528,7,T
12078529,1,T
12078530,1,T
12078531,4,T
12078532,12,CT
12078533,2,T
12078534,6,T
12078535,2,T
12078536,10,CT
12078537,10,CT
12078538,6,T
12078539,1,T
12078540,4,T
12078541,10,CT
12078542,7,T
12078543,7,T
12078544,6,T
12078545,9,CT
12078546,11,CT
12078547,14,CT
12078548,4,T
12078549,5,T
12078550,8,CT
12078551,12,CT
12078552,1,T
12078553,14,CT
12078554,12,CT
12078555,6,T
12078556,12,CT
12078557,7,T
12078558,5,T
12078559,14,CT
12078560,5,T
12078561,11,CT
12078562,5,T
12078563,14,CT
12078564,14,CT
12078565,6,T
12078566,11,CT
12078567,6,T
12078568,13,CT
12078569,6,T
12078570,0,Bonus
12078571,0,Bonus
12078572,0,Bonus
12078573,1,T
12078574,6,T
12078575,10,CT
12078576,3,T
12078577,0,Bonus
12078578,13,CT
12078579,7,T
12078580,9,CT
12078581,1,T
12078582,9,CT
12078583,13,CT
12078584,3,T
12078585,1,T
12078586,10,CT
12078587,4,T
12078588,5,T
12078589,11,CT
12078590,4,T
12078591,4,T
12078592,14,CT
12078593,3,T
12078594,10,CT
12078595,8,CT
12078596,6,T
12078597,2,T
12078598,4,T
12078599,12,CT
12078600,12,CT
12078601,4,T
12078602,3,T
12078603,7,T
12078604,5,T
12078605,6,T
12078606,11,CT
12078607,10,CT
12078608,14,CT
12078609,6,T
12078610,3,T
12078611,7,T
12078612,1,T
12078613,8,CT
12078614,7,T
12078615,3,T
12078616,1,T
12078617,3,T
12078618,10,CT
12078619,5,T
12078620,6,T
12078621,12,CT
12078622,4,T
12078623,1,T
12078624,14,CT
12078625,11,CT
12078626,3,T
12078627,7,T
12078628,13,CT
12078629,13,CT
12078630,13,CT
12078631,3,T
12078632,14,CT
12078633,13,CT
12078634,8,CT
12078635,0,Bonus
12078636,4,T
12078637,1,T
12078638,0,Bonus
12078639,1,T
12078640,13,CT
12078641,11,CT
12078642,1,T
12078643,11,CT
12078644,3,T
12078645,12,CT
12078646,11,CT
12078647,9,CT
12078648,14,CT
12078649,10,CT
12078650,4,T
12078651,2,T
12078652,5,T
12078653,5,T
12078654,2,T
12078655,5,T
12078656,0,Bonus
12078657,8,CT
12078658,13,CT
12078659,0,Bonus
12078660,5,T
12078661,1,T
12078662,9,CT
12078663,5,T
12078664,3,T
12078665,1,T
12078666,14,CT
12078667,8,CT
12078668,9,CT
12078669,10,CT
12078670,5,T
12078671,13,CT
12078672,6,T
12078673,0,Bonus
12078674,13,CT
12078675,11,CT
12078676,6,T
12078677,3,T
12078678,5,T
12078679,12,CT
12078680,13,CT
12078681,1,T
12078682,11,CT
12078683,14,CT
12078684,2,T
12078685,13,CT
12078686,6,T
12078687,0,Bonus
12078688,1,T
12078689,11,CT
12078690,1,T
12078691,5,T
12078692,4,T
12078693,10,CT
12078694,1,T
12078695,3,T
12078696,4,T
12078697,10,CT
12078698,12,CT
12078699,14,CT
12078700,7,T
12078701,7,T
12078702,12,CT
12078703,9,CT
12078704,5,T
12078705,10,CT
12078706,10,CT
12078707,8,CT
12078708,8,CT
12078709,9,CT
12078710,6,T
12078711,10,CT
12078712,8,CT
12078713,14,CT
12078714,12,CT
12078715,8,CT
12078716,13,CT
12078717,6,T
12078718,7,T
12078719,4,T
12078720,13,CT
12078721,0,Bonus
12078722,14,CT
12078723,2,T
12078724,7,T
12078725,10,CT
12078726,7,T
12078727,11,CT
12078728,2,T
12078729,0,Bonus
12078730,12,CT
12078731,12,CT
12078732,8,CT
12078733,14,CT
12078734,11,CT
12078735,5,T
12078736,3,T
12078737,6,T
12078738,12,CT
12078739,13,CT
12078740,0,Bonus
12078741,11,CT
12078742,8,CT
12078743,13,CT
12078744,13,CT
12078745,7,T
12078746,0,Bonus
12078747,10,CT
12078748,11,CT
12078749,0,Bonus
12078750,14,CT
12078751,14,CT
12078752,6,T
12078753,5,T
12078754,9,CT
12078755,2,T
12078756,0,Bonus
12078757,13,CT
12078758,11,CT
12078759,2,T
12078760,0,Bonus
12078761,7,T
12078762,14,CT
12078763,3,T
12078764,14,CT
12078765,3,T
12078766,5,T
12078767,10,CT
12078768,7,T
12078769,7,T
12078770,11,CT
12078771,14,CT
12078772,6,T
12078773,12,CT
12078774,0,Bonus
12078775,0,Bonus
12078776,7,T
12078777,8,CT
12078778,11,CT
12078779,13,CT
12078780,0,Bonus
12078781,14,CT
12078782,6,T
12078783,3,T
12078784,6,T
12078785,7,T
12078786,1,T
12078787,7,T
12078788,13,CT
12078789,4,T
12078790,1,T
12078791,6,T
12078792,2,T
12078793,11,CT
12078794,12,CT
12078795,3,T
12078796,12,CT
12078797,5,T
12078798,6,T
12078799,6,T
12078800,1,T
12078801,10,CT
12078802,6,T
12078803,0,Bonus
12078804,10,CT
12078805,12,CT
12078806,5,T
12078807,12,CT
12078808,3,T
12078809,8,CT
12078810,7,T
12078811,2,T
12078812,14,CT
12078813,6,T
12078814,13,CT
12078815,14,CT
12078816,4,T
12078817,2,T
12078818,5,T
12078819,1,T
12078820,11,CT
12078821,3,T
12078822,3,T
12078823,2,T
12078824,10,CT
12078825,10,CT
12078826,0,Bonus
12078827,11,CT
12078828,0,Bonus
12078829,6,T
12078830,13,CT
12078831,4,T
12078832,8,CT
12078833,8,CT
12078834,3,T
12078835,8,CT
12078836,9,CT
12078837,14,CT
12078838,5,T
12078839,7,T
12078840,5,T
12078841,1,T
12078842,9,CT
12078843,9,CT
12078844,11,CT
12078845,14,CT
12078846,14,CT
12078847,7,T
12078848,6,T
12078849,2,T
12078850,13,CT
12078851,5,T
12078852,4,T
12078853,7,T
12078854,14,CT
12078855,11,CT
12078856,2,T
12078857,11,CT
12078858,2,T
12078859,10,CT
12078860,4,T
12078861,5,T
12078862,11,CT
12078863,10,CT
12078864,10,CT
12078865,8,CT
12078866,4,T
12078867,7,T
12078868,3,T
12078869,9,CT
12078870,5,T
12078871,14,CT
12078872,8,CT
12078873,3,T
12078874,0,Bonus
12078875,11,CT
12078876,14,CT
12078877,3,T
12078878,0,Bonus
12078879,9,CT
12078880,10,CT
12078881,0,Bonus
12078882,12,CT
12078883,1,T
12078884,13,CT
12078885,8,CT
12078886,12,CT
12078887,2,T
12078888,10,CT
12078889,10,CT
12078890,7,T
12078891,0,Bonus
12078892,11,CT
12078893,2,T
12078894,5,T
12078895,4,T
12078896,3,T
12078897,4,T
12078898,7,T
12078899,7,T
12078900,2,T
12078901,7,T
12078902,12,CT
12078903,14,CT
12078904,6,T
12078905,14,CT
12078906,12,CT
12078907,12,CT
12078908,0,Bonus
12078909,4,T
12078910,14,CT
12078911,1,T
12078912,14,CT
12078913,2,T
12078914,6,T
12078915,13,CT
12078916,5,T
12078917,3,T
12078918,14,CT
12078919,2,T
12078920,10,CT
12078921,2,T
12078922,7,T
12078923,12,CT
12078924,6,T
12078925,13,CT
12078926,9,CT
12078927,8,CT
12078928,6,T
12078929,9,CT
12078930,7,T
12078931,13,CT
12078932,1,T
12078933,6,T
12078934,5,T
12078935,2,T
12078936,11,CT
12078937,14,CT
12078938,5,T
12078939,4,T
12078940,4,T
12078941,6,T
12078942,8,CT
12078943,8,CT
12078944,3,T
12078945,9,CT
12078946,13,CT
12078947,4,T
12078948,4,T
12078949,7,T
12078950,13,CT
12078951,9,CT
12078952,10,CT
12078953,0,Bonus
12078954,13,CT
12078955,3,T
12078956,11,CT
12078957,1,T
12078958,11,CT
12078959,5,T
12078960,6,T
12078961,10,CT
12078962,5,T
12078963,8,CT
12078964,13,CT
12078965,12,CT
12078966,8,CT
12078967,7,T
12078968,9,CT
12078969,3,T
12078970,13,CT
12078971,7,T
12078972,11,CT
12078973,0,Bonus
12078974,4,T
12078975,13,CT
12078976,3,T
12078977,9,CT
12078978,8,CT
12078979,6,T
12078980,5,T
12078981,2,T
12078982,14,CT
12078983,14,CT
12078984,12,CT
12078985,10,CT
12078986,12,CT
12078987,4,T
12078988,9,CT
12078989,7,T
12078990,10,CT
12078991,0,Bonus
12078992,4,T
12078993,5,T
12078994,3,T
12078995,8,CT
12078996,13,CT
12078997,6,T
12078998,9,CT
12078999,4,T
12079000,6,T
12079001,12,CT
12079002,3,T
12079003,0,Bonus
12079004,10,CT
12079005,7,T
12079006,11,CT
12079007,12,CT
12079008,0,Bonus
12079009,10,CT
12079010,5,T
12079011,5,T
12079012,7,T
12079013,11,CT
12079014,5,T
12079015,4,T
12079016,3,T
12079017,5,T
12079018,7,T
12079019,9,CT
12079020,9,CT
12079021,12,CT
12079022,5,T
12079023,6,T
12079024,13,CT
12079025,0,Bonus
12079026,9,CT
12079027,8,CT
12079028,9,CT
12079029,5,T
12079030,12,CT
12079031,5,T
12079032,9,CT
12079033,3,T
12079034,13,CT
12079035,8,CT
12079036,7,T
12079037,4,T
12079038,7,T
12079039,10,CT
12079040,2,T
12079041,3,T
12079042,12,CT
12079043,1,T
12079044,10,CT
12079045,14,CT
12079046,0,Bonus
12079047,0,Bonus
12079048,5,T
12079049,9,CT
12079050,4,T
12079051,2,T
12079052,11,CT
12079053,5,T
12079054,9,CT
12079055,13,CT
12079056,8,CT
12079057,13,CT
12079058,8,CT
12079059,9,CT
12079060,14,CT
12079061,1,T
12079062,6,T
12079063,8,CT
12079064,0,Bonus
12079065,13,CT
12079066,5,T
12079067,0,Bonus
12079068,14,CT
12079069,8,CT
12079070,5,T
12079071,0,Bonus
12079072,12,CT
12079073,2,T
12079074,10,CT
12079075,0,Bonus
12079076,11,CT
12079077,1,T
12079078,9,CT
12079079,14,CT
12079080,5,T
12079081,0,Bonus
12079082,7,T
12079083,0,Bonus
12079084,9,CT
12079085,2,T
12079086,11,CT
12079087,6,T
12079088,14,CT
12079089,4,T
12079090,6,T
12079091,12,CT
12079092,1,T
12079093,12,CT
12079094,11,CT
12079095,9,CT
12079096,0,Bonus
12079097,1,T
12079098,9,CT
12079099,12,CT
12079100,12,CT
12079101,13,CT
12079102,7,T
12079103,13,CT
12079104,4,T
12079105,7,T
12079106,5,T
12079107,14,CT
12079108,11,CT
12079109,11,CT
12079110,13,CT
12079111,9,CT
12079112,14,CT
12079113,3,T
12079114,10,CT
12079115,4,T
